Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results,procedure_category
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,58,2,3.45,2.3,4.68,0.53,16.9,Rate not different than Statewide Rate,2
746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2017.0,138,5,3.62,2.3,4.91,1.58,11.47,Rate not different than Statewide Rate,2
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,258,14,5.43,4.22,3.56,1.95,5.98,Rate not different than Statewide Rate,5
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2012.0,681,4,0.59,0.85,0.69,0.19,1.77,Rate not different than Statewide Rate,0
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2012.0,1498,6,0.4,0.56,0.72,0.26,1.56,Rate not different than Statewide Rate,0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2012.0,250,8,3.2,1.7,1.89,0.81,3.72,Rate not different than Statewide Rate,0
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,277,13,4.69,3.23,5.43,2.89,9.28,Rate not different than Statewide Rate,2
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2015.0,71,0,0.0,0.76,0.0,0.0,5.06,Rate not different than Statewide Rate,1
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2017.0,187,4,2.14,1.83,3.24,0.87,8.3,Rate not different than Statewide Rate,5
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,412,17,4.13,4.24,3.64,2.12,5.83,Rate not different than Statewide Rate,2
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,905,17,1.88,2.97,1.93,1.12,3.09,Rate not different than Statewide Rate,5
818,Saratoga Hospital,Capital District,Capital District,Emergency PCI,2017.0,16,1,6.25,2.84,6.7,0.09,37.27,Rate not different than Statewide Rate,5
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,1305,13,1.0,0.85,0.76,0.4,1.29,Rate not different than Statewide Rate,1
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,All PCI,2012.0,235,2,0.85,0.99,0.86,0.1,3.11,Rate not different than Statewide Rate,0
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,284,10,3.52,3.39,2.88,1.38,5.3,Rate not different than Statewide Rate,5
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,582,14,2.41,4.28,2.1,1.15,3.53,Rate significantly lower than Statewide Rate,2
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,394,12,3.05,2.66,3.17,1.63,5.53,Rate not different than Statewide Rate,5
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2017.0,22129,671,3.03,3.03,3.03,0.9005114254624592,5.92929996372869,Statewide Rate,2
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2017.0,696,12,1.72,4.6,1.14,0.59,1.99,Rate significantly lower than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,297,11,3.7,3.37,3.34,1.67,5.98,Rate not different than Statewide Rate,5
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012.0,463,6,1.3,1.5,0.86,0.32,1.88,Rate not different than Statewide Rate,0
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,604,5,0.83,0.62,0.99,0.32,2.32,Rate not different than Statewide Rate,1
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2015.0,910,14,1.54,1.21,1.45,0.79,2.43,Rate not different than Statewide Rate,0
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2012.0,319,4,1.25,1.19,1.54,0.41,3.93,Rate not different than Statewide Rate,4
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,395,1,0.25,0.77,0.24,0.0,1.35,Rate not different than Statewide Rate,1
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012.0,193,3,1.55,1.56,1.46,0.29,4.27,Rate not different than Statewide Rate,4
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2012.0,242,4,1.65,1.31,1.85,0.5,4.72,Rate not different than Statewide Rate,4
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2015.0,166,5,3.01,1.57,2.98,0.96,6.94,Rate not different than Statewide Rate,4
5,St. Peters Hospital,Capital District,Capital District,TAVR,2017.0,68,5,7.35,4.33,8.07,2.6,18.84,Rate not different than Statewide Rate,3
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2014.0,24,0,0.0,0.85,0.0,0.0,22.08,Rate not different than Statewide Rate,4
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,1191,6,0.5,0.58,0.56,0.2,1.21,Rate not different than Statewide Rate,1
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,887,6,0.68,1.03,0.49,0.18,1.06,Rate not different than Statewide Rate,1
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015.0,399,3,0.75,0.95,0.59,0.12,1.72,Rate not different than Statewide Rate,1
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,264,7,2.65,2.57,3.87,1.55,7.96,Rate not different than Statewide Rate,2
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,404,6,1.49,2.25,2.01,0.73,4.38,Rate not different than Statewide Rate,5
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2012.0,143,1,0.7,1.15,0.89,0.01,4.94,Rate not different than Statewide Rate,4
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2012.0,134,0,0.0,0.36,0.0,0.0,4.95,Rate not different than Statewide Rate,1
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,423,14,3.31,4.23,2.93,1.6,4.91,Rate not different than Statewide Rate,2
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2017.0,370,10,2.7,2.0,3.75,1.79,6.89,Rate not different than Statewide Rate,5
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2015.0,207,0,0.0,0.85,0.0,0.0,1.54,Rate not different than Statewide Rate,1
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2015.0,508,4,0.79,1.09,0.82,0.22,2.11,Rate not different than Statewide Rate,0
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,537,20,3.72,4.45,3.97,2.43,6.14,Rate not different than Statewide Rate,3
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2014.0,316,2,0.63,1.27,0.61,0.07,2.2,Rate not different than Statewide Rate,4
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,501,26,5.19,4.15,4.67,3.05,6.85,Rate not different than Statewide Rate,2
630,St. Josephs Hospital,Central NY,Central NY,CABG,2014.0,396,5,1.26,1.17,1.32,0.43,3.09,Rate not different than Statewide Rate,4
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2015.0,442,1,0.23,0.7,0.24,0.0,1.33,Rate not different than Statewide Rate,1
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2015.0,481,9,1.87,1.88,1.54,0.7,2.93,Rate not different than Statewide Rate,4
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2012.0,981,7,0.71,1.39,0.51,0.21,1.06,Rate not different than Statewide Rate,0
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2017.0,272,10,3.68,3.34,3.24,1.55,5.96,Rate not different than Statewide Rate,5
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,334,18,5.39,3.98,4.12,2.44,6.51,Rate not different than Statewide Rate,5
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,669,25,3.74,3.33,3.4,2.2,5.02,Rate not different than Statewide Rate,2
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2012.0,4708,16,0.34,0.57,0.6,0.34,0.97,Rate significantly lower than Statewide Rate,0
0,NYS - All Hospitals,New York State,New York State,All PCI,2015.0,49035,558,1.14,1.14,1.14,0.9005114254624592,5.92929996372869,Statewide Rate,0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2014.0,251,3,1.2,1.33,1.1,0.22,3.2,Rate not different than Statewide Rate,4
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,169,8,4.73,3.17,4.14,1.78,8.15,Rate not different than Statewide Rate,5
1637,NYP-Queens,Queens,NY Metro - NYC,All PCI,2012.0,642,4,0.62,0.98,0.63,0.17,1.62,Rate not different than Statewide Rate,0
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2012.0,803,3,0.37,0.69,0.35,0.07,1.02,Rate not different than Statewide Rate,1
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2012.0,1615,13,0.8,0.79,1.03,0.55,1.75,Rate not different than Statewide Rate,0
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015.0,173,1,0.58,0.77,0.56,0.01,3.09,Rate not different than Statewide Rate,1
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012.0,225,3,1.33,0.65,1.33,0.27,3.88,Rate not different than Statewide Rate,1
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014.0,1504,31,2.06,1.24,1.96,1.33,2.78,Rate significantly higher than Statewide Rate,0
1,Albany Med. Ctr,Capital District,Capital District,All PCI,2015.0,695,18,2.59,1.35,2.18,1.29,3.45,Rate significantly higher than Statewide Rate,0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2012.0,86,1,1.16,0.75,1.0,0.01,5.56,Rate not different than Statewide Rate,1
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2012.0,98,1,1.02,1.14,1.31,0.02,7.29,Rate not different than Statewide Rate,4
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,563,21,3.73,4.05,2.71,1.68,4.14,Rate not different than Statewide Rate,5
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014.0,1136,20,1.76,1.29,1.61,0.98,2.48,Rate not different than Statewide Rate,0
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2012.0,1336,10,0.75,0.85,0.88,0.42,1.63,Rate not different than Statewide Rate,0
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2012.0,186,5,2.69,1.66,2.37,0.76,5.53,Rate not different than Statewide Rate,4
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2012.0,203,2,0.99,0.99,1.0,0.11,3.61,Rate not different than Statewide Rate,0
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,2592,27,1.04,0.82,0.94,0.62,1.37,Rate not different than Statewide Rate,1
5,St. Peters Hospital,Capital District,Capital District,CABG,2014.0,341,4,1.17,1.11,1.29,0.35,3.31,Rate not different than Statewide Rate,4
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2015.0,108,2,1.85,1.1,2.63,0.29,9.48,Rate not different than Statewide Rate,4
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,169,2,1.18,1.39,0.55,0.06,1.97,Rate not different than Statewide Rate,1
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2015.0,81,0,0.0,0.65,0.0,0.0,5.15,Rate not different than Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,248,0,0.0,0.82,0.0,0.0,1.16,Rate not different than Statewide Rate,1
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2012.0,189,0,0.0,1.34,0.0,0.0,2.12,Rate not different than Statewide Rate,4
58,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2015.0,556,4,0.72,0.6,0.9,0.24,2.3,Rate not different than Statewide Rate,1
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1261,44,3.49,2.81,4.65,3.38,6.24,Rate not different than Statewide Rate,2
636,Crouse Hospital,Central NY,Central NY,All PCI,2015.0,311,6,1.93,1.2,1.84,0.67,4.0,Rate not different than Statewide Rate,0
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014.0,776,5,0.64,0.58,0.82,0.26,1.91,Rate not different than Statewide Rate,1
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015.0,352,5,1.42,1.04,1.56,0.5,3.63,Rate not different than Statewide Rate,0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2012.0,133,2,1.5,0.82,2.67,0.3,9.66,Rate not different than Statewide Rate,4
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2012.0,223,3,1.35,1.56,0.86,0.17,2.52,Rate not different than Statewide Rate,0
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,167,3,1.8,2.76,1.98,0.4,5.79,Rate not different than Statewide Rate,5
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,448,12,2.68,3.81,2.07,1.07,3.61,Rate not different than Statewide Rate,5
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014.0,285,6,2.11,1.22,2.03,0.74,4.41,Rate not different than Statewide Rate,0
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,CABG,2012.0,120,1,0.83,1.91,0.64,0.01,3.55,Rate not different than Statewide Rate,4
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,475,9,1.89,2.62,2.0,0.91,3.8,Rate not different than Statewide Rate,5
746,Bassett Medical Center,Capital District,Capital District,Emergency PCI,2017.0,273,8,2.93,2.55,3.49,1.5,6.88,Rate not different than Statewide Rate,5
0,NYS - All Hospitals,New York State,New York State,CABG,2014.0,7942,97,1.22,1.22,1.22,0.9005114254624592,5.92929996372869,Statewide Rate,4
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,1085,5,0.46,0.47,0.63,0.2,1.47,Rate not different than Statewide Rate,1
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2012.0,1444,20,1.39,1.35,1.03,0.63,1.59,Rate not different than Statewide Rate,0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,810,28,3.46,3.5,3.13,2.08,4.53,Rate not different than Statewide Rate,2
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2017.0,288,15,5.21,2.31,6.82,3.82,11.25,Rate significantly higher than Statewide Rate,2
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,CABG,2012.0,163,2,1.23,1.29,1.39,0.16,5.01,Rate not different than Statewide Rate,4
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,400,5,1.25,0.76,1.06,0.34,2.48,Rate not different than Statewide Rate,1
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2017.0,183,13,7.1,4.04,4.87,2.59,8.33,Rate not different than Statewide Rate,5
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2015.0,1625,21,1.29,1.15,1.28,0.79,1.95,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2017.0,409,10,2.44,2.98,2.5,1.2,4.6,Rate not different than Statewide Rate,5
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2014.0,1223,11,0.9,0.68,0.99,0.49,1.76,Rate not different than Statewide Rate,1
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2017.0,431,6,1.39,2.24,1.72,0.63,3.75,Rate not different than Statewide Rate,5
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2012.0,963,10,1.04,1.06,0.98,0.47,1.8,Rate not different than Statewide Rate,0
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2017.0,532,15,2.82,2.39,3.47,1.94,5.72,Rate not different than Statewide Rate,5
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2012.0,92,4,4.35,0.79,8.04,2.16,20.58,Rate significantly higher than Statewide Rate,4
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,436,5,1.15,2.76,1.26,0.41,2.94,Rate significantly lower than Statewide Rate,2
5,St. Peters Hospital,Capital District,Capital District,All PCI,2014.0,830,11,1.33,1.13,1.38,0.69,2.47,Rate not different than Statewide Rate,0
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2017.0,600,8,1.33,2.26,1.64,0.7,3.22,Rate not different than Statewide Rate,5
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2017.0,44,1,2.27,1.58,3.99,0.05,22.21,Rate not different than Statewide Rate,5
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,All PCI,2012.0,58,2,3.45,2.43,1.42,0.16,5.13,Rate not different than Statewide Rate,0
1,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2017.0,668,27,4.04,2.89,4.25,2.8,6.18,Rate not different than Statewide Rate,2
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,140,5,3.57,4.19,2.36,0.76,5.51,Rate not different than Statewide Rate,5
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2017.0,318,15,4.72,3.11,5.67,3.17,9.35,Rate not different than Statewide Rate,2
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,96,6,6.25,4.44,5.26,1.92,11.46,Rate not different than Statewide Rate,2
1,Albany Med. Ctr,Capital District,Capital District,CABG,2015.0,260,3,1.15,1.66,1.08,0.22,3.16,Rate not different than Statewide Rate,4
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,271,15,5.54,3.49,5.93,3.32,9.78,Rate not different than Statewide Rate,2
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014.0,1727,11,0.64,0.81,0.59,0.29,1.05,Rate not different than Statewide Rate,1
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2012.0,469,3,0.64,0.55,0.75,0.15,2.2,Rate not different than Statewide Rate,1
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2012.0,87,0,0.0,1.15,0.0,0.0,5.38,Rate not different than Statewide Rate,4
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014.0,556,1,0.18,0.83,0.16,0.0,0.9,Rate not different than Statewide Rate,1
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014.0,373,2,0.54,0.54,0.74,0.08,2.67,Rate not different than Statewide Rate,1
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2015.0,336,1,0.3,0.93,0.37,0.0,2.03,Rate not different than Statewide Rate,0
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,1412,5,0.35,0.47,0.48,0.16,1.12,Rate not different than Statewide Rate,1
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2012.0,405,2,0.49,0.69,0.46,0.05,1.65,Rate not different than Statewide Rate,1
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,20,0,0.0,1.88,0.0,0.0,29.73,Rate not different than Statewide Rate,5
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,481,8,1.66,2.31,2.19,0.94,4.32,Rate not different than Statewide Rate,5
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014.0,698,9,1.29,1.39,1.09,0.5,2.06,Rate not different than Statewide Rate,0
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,88,0,0.0,2.53,0.0,0.0,4.85,Rate not different than Statewide Rate,5
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,369,15,4.07,3.51,3.21,1.8,5.29,Rate not different than Statewide Rate,5
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2014.0,80,2,2.5,0.74,4.13,0.46,14.91,Rate not different than Statewide Rate,4
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2015.0,763,14,1.83,1.27,1.64,0.9,2.75,Rate not different than Statewide Rate,0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2012.0,1145,7,0.61,0.59,1.03,0.41,2.13,Rate not different than Statewide Rate,0
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,2620,8,0.31,0.65,0.3,0.13,0.59,Rate significantly lower than Statewide Rate,1
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,439,21,4.78,2.9,4.85,3.0,7.41,Rate significantly higher than Statewide Rate,5
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,475,21,4.42,5.3,2.31,1.43,3.53,Rate not different than Statewide Rate,5
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2014.0,902,6,0.67,1.36,0.58,0.21,1.25,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2012.0,544,6,1.1,1.28,0.86,0.31,1.87,Rate not different than Statewide Rate,0
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2017.0,131,4,3.05,3.21,2.63,0.71,6.74,Rate not different than Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,360,19,5.28,3.71,4.18,2.52,6.53,Rate not different than Statewide Rate,5
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,201,7,3.48,3.74,3.48,1.4,7.18,Rate not different than Statewide Rate,2
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2012.0,255,4,1.57,1.6,1.44,0.39,3.67,Rate not different than Statewide Rate,4
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,479,24,5.01,3.32,4.6,2.94,6.84,Rate not different than Statewide Rate,5
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,623,20,3.21,2.64,3.7,2.26,5.71,Rate not different than Statewide Rate,5
756,Samaritan Hospital,Capital District,Capital District,All PCI,2014.0,195,3,1.54,1.08,1.67,0.34,4.88,Rate not different than Statewide Rate,0
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,187,3,1.6,1.33,0.89,0.18,2.61,Rate not different than Statewide Rate,1
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,259,6,2.32,2.47,2.76,1.01,6.0,Rate not different than Statewide Rate,5
1306,NY Methodist Hospital,Kings,NY Metro - NYC,All PCI,2012.0,1202,19,1.58,0.7,2.25,1.35,3.51,Rate significantly higher than Statewide Rate,0
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2012.0,248,0,0.0,1.34,0.0,0.0,1.11,Rate not different than Statewide Rate,0
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2017.0,166,4,2.41,2.54,2.63,0.71,6.73,Rate not different than Statewide Rate,5
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,950,29,3.05,2.44,3.8,2.55,5.46,Rate not different than Statewide Rate,5
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,779,21,2.7,2.46,3.32,2.05,5.08,Rate not different than Statewide Rate,2
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2014.0,190,5,2.63,1.56,1.98,0.64,4.62,Rate not different than Statewide Rate,0
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,252,11,4.37,3.01,4.02,2.0,7.19,Rate not different than Statewide Rate,5
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,360,15,4.17,3.9,3.4,1.9,5.6,Rate not different than Statewide Rate,2
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2014.0,128,1,0.78,0.34,1.69,0.02,9.41,Rate not different than Statewide Rate,1
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2017.0,1356,35,2.58,3.61,2.17,1.51,3.02,Rate significantly lower than Statewide Rate,2
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2012.0,83,0,0.0,0.79,0.0,0.0,3.61,Rate not different than Statewide Rate,1
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2014.0,294,6,2.04,1.76,1.37,0.5,2.97,Rate not different than Statewide Rate,0
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2017.0,172,8,4.65,2.22,5.79,2.49,11.41,Rate not different than Statewide Rate,5
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015.0,350,3,0.86,0.76,0.84,0.17,2.45,Rate not different than Statewide Rate,1
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2017.0,415,13,3.13,3.0,3.18,1.69,5.44,Rate not different than Statewide Rate,5
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,490,3,0.61,0.84,0.54,0.11,1.58,Rate not different than Statewide Rate,1
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2014.0,393,10,2.54,1.31,2.29,1.1,4.21,Rate not different than Statewide Rate,0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,474,20,4.22,2.52,4.64,2.83,7.17,Rate significantly higher than Statewide Rate,5
